id,word,translation,gender,status
1494,native,коренной житель,masculine,FALSE
1495,waiter,официант,masculine,FALSE
1496,brick,кирпич,masculine,FALSE
1497,pork,свинина,feminine,FALSE
1498,pile,куча,feminine,FALSE
1499,expression,выражение,neuter,FALSE
1500,clan,клан,masculine,FALSE
1501,facility,учреждение,neuter,FALSE
1502,reception,прием,masculine,FALSE
1503,statue,статуя,feminine,FALSE
1504,satellite,спутник,masculine,FALSE
1505,polish,полировка,feminine,FALSE
1506,pound,фунт,masculine,FALSE
1507,communication,связь,feminine,FALSE
1508,fridge,холодильник,masculine,FALSE
1509,foundation,фундамент,masculine,FALSE
1510,appearance,внешность,feminine,FALSE
1511,proposal,предложение,neuter,FALSE
1512,combat,бой,masculine,FALSE
1513,slide,горка,feminine,FALSE
1514,delay,задержка,feminine,FALSE
1515,labor,труд,masculine,FALSE
1516,burden,бремя,neuter,FALSE
1517,payment,платёж,masculine,FALSE
1518,mall,торговый центр,masculine,FALSE
1519,paperwork,документооборот,masculine,FALSE
1520,lamb,ягнёнок,masculine,FALSE
1521,item,предмет,masculine,FALSE
1522,testimony,показания,"plural, neuter",FALSE
1523,hip,бедро,neuter,FALSE
1524,prom,выпускной вечер,masculine,FALSE
1525,patch,заплатка,feminine,FALSE
1526,assignment,задание,neuter,FALSE
1527,motel,мотель,masculine,FALSE
1528,fraud,мошенничество,neuter,FALSE
1529,dessert,десерт,masculine,FALSE
1530,injury,травма,feminine,FALSE
1531,bout,поединок,masculine,FALSE
1532,sack,мешок,masculine,FALSE
1533,soil,почва,feminine,FALSE
1534,badge,значок,masculine,FALSE
1535,motor,мотор,masculine,FALSE
1536,description,описание,neuter,FALSE
1537,battery,батарея,feminine,FALSE
1538,complaint,жалоба,feminine,FALSE
1539,cowboy,ковбой,masculine,FALSE
1540,privacy,конфиденциальность,feminine,FALSE
1541,wisdom,мудрость,feminine,FALSE
1542,contrary,противоположность,feminine,FALSE
1543,crane,кран,masculine,FALSE
1544,leak,утечка,feminine,FALSE
1545,pill,таблетка,feminine,FALSE
1546,suitcase,чемодан,masculine,FALSE
1547,vodka,водка,feminine,FALSE
1548,chemical,химикат,masculine,FALSE
1549,catholic,католик,masculine,FALSE
1550,soccer,футбол,masculine,FALSE
1551,brush,щётка,feminine,FALSE
1552,illness,болезнь,feminine,FALSE
1553,flip,кувырок,masculine,FALSE
1554,twist,поворот,masculine,FALSE
1555,chapter,глава,feminine,FALSE
1556,measure,мера,feminine,FALSE
1557,radar,радар,masculine,FALSE
1558,editor,редактор,masculine,FALSE
1559,structure,структура,feminine,FALSE
1560,marshal,маршал,masculine,FALSE
1561,bid,предложение,neuter,FALSE
1562,palm,ладонь,feminine,FALSE
1563,pub,паб,masculine,FALSE
1564,analysis,анализ,masculine,FALSE
1565,throne,трон,masculine,FALSE
1566,barn,амбар,masculine,FALSE
1567,rage,ярость,feminine,FALSE
1568,fleet,флот,masculine,FALSE
1569,budget,бюджет,masculine,FALSE
1570,humor,юмор,masculine,FALSE
1571,employee,сотрудник,masculine,FALSE
1572,medication,лекарство,neuter,FALSE
1573,booze,спиртное,neuter,FALSE
1574,sis,сестрёнка,feminine,FALSE
1575,turtle,черепаха,feminine,FALSE
1576,nut,орех,masculine,FALSE
1577,coin,монета,feminine,FALSE
1578,basis,основание,neuter,FALSE
1579,discussion,дискуссия,feminine,FALSE
1580,temper,характер,masculine,FALSE
1581,plot,заговор,masculine,FALSE
1582,casino,казино,neuter,FALSE
1583,poker,покер,masculine,FALSE
1584,farmer,фермер,masculine,FALSE
1585,counter,прилавок,masculine,FALSE
1586,fucker,ублюдок,masculine,FALSE
1587,repair,ремонт,masculine,FALSE
1588,cookie,печенье,neuter,FALSE
1589,baker,пекарь,masculine,FALSE
1590,massage,массаж,masculine,FALSE
1591,entertainment,развлечение,neuter,FALSE
1592,bucket,ведро,neuter,FALSE
1593,whip,кнут,masculine,FALSE
1594,forgiveness,прощение,neuter,FALSE
1595,spider,паук,masculine,FALSE
1596,phase,фаза,feminine,FALSE
1597,diary,дневник,masculine,FALSE
1598,blanket,одеяло,neuter,FALSE
1599,comedy,комедия,feminine,FALSE
1600,height,высота,feminine,FALSE
1601,dive,погружение,neuter,FALSE
1602,tennis,теннис,masculine,FALSE
1603,sunshine,солнечный свет,masculine,FALSE
1604,dope,дурь,feminine,FALSE
1605,permit,разрешение,neuter,FALSE
1606,jazz,джаз,masculine,FALSE
1607,swallow,ласточка,feminine,FALSE
1608,towel,полотенце,neuter,FALSE
1609,function,функция,feminine,FALSE
1610,bunny,кролик,masculine,FALSE
1611,niece,племянница,feminine,FALSE
1612,prosecutor,прокурор,masculine,FALSE
1613,fund,фонд,masculine,FALSE
1614,pump,насос,masculine,FALSE
1615,region,регион,masculine,FALSE
1616,weakness,слабость,feminine,FALSE
1617,discovery,открытие,neuter,FALSE
1618,needle,игла,feminine,FALSE
1619,executive,руководитель,masculine,FALSE
1620,halt,остановка,feminine,FALSE
1621,nest,гнездо,neuter,FALSE
1622,gravity,гравитация,feminine,FALSE
1623,wagon,повозка,feminine,FALSE
1624,con,обман,masculine,FALSE
1625,burst,взрыв,masculine,FALSE
1626,weed,сорняк,masculine,FALSE
1627,concept,понятие,neuter,FALSE
1628,vessel,сосуд,masculine,FALSE
1629,zoo,зоопарк,masculine,FALSE
1630,stink,зловоние,neuter,FALSE
1631,leather,кожа,feminine,FALSE
1632,mexican,мексиканец,masculine,FALSE
1633,sheet,простыня,feminine,FALSE
1634,boot,ботинок,masculine,FALSE
1635,reverse,реверс,masculine,FALSE
1636,grandson,внук,masculine,FALSE
1637,shield,щит,masculine,FALSE
1638,conduct,поведение,neuter,FALSE
1639,luggage,багаж,masculine,FALSE
1640,promotion,продвижение,neuter,FALSE
1641,menu,меню,neuter,FALSE
1642,bacon,бекон,masculine,FALSE
1643,method,метод,masculine,FALSE
1644,parade,парад,masculine,FALSE
1645,potato,картофель,masculine,FALSE
1646,tag,ярлык,masculine,FALSE
1647,radiation,радиация,feminine,FALSE
1648,technique,техника,feminine,FALSE
1649,jewelry,украшение,neuter,FALSE
1650,nanny,няня,feminine,FALSE
1651,cart,телега,feminine,FALSE
1652,tissue,салфетка,feminine,FALSE
1653,shooter,стрелок,masculine,FALSE
1654,arrival,прибытие,neuter,FALSE
1655,root,корень,masculine,FALSE
1656,galaxy,галактика,feminine,FALSE
1657,gossip,сплетня,feminine,FALSE
1658,skill,умение,neuter,FALSE
1659,conspiracy,заговор,masculine,FALSE
1660,groom,жених,masculine,FALSE
1661,cherry,вишня,feminine,FALSE
1662,hunger,голод,masculine,FALSE
1663,ideal,идеал,masculine,FALSE
1664,dough,тесто,neuter,FALSE
1665,terror,террор,masculine,FALSE
1666,ham,ветчина,feminine,FALSE
1667,priority,приоритет,masculine,FALSE
1668,mankind,человечество,neuter,FALSE
1669,click,клик,masculine,FALSE
1670,european,европеец,masculine,FALSE
1671,pillow,подушка,feminine,FALSE
1672,scan,сканирование,neuter,FALSE
1673,rehearsal,репетиция,feminine,FALSE
1674,poet,поэт,masculine,FALSE
1675,celebration,празднование,neuter,FALSE
1676,cattle,скот,masculine,FALSE
1677,drawer,выдвижной ящик,masculine,FALSE
1678,lighter,зажигалка,feminine,FALSE
1679,register,регистр,masculine,FALSE
1680,comic,комикс,masculine,FALSE
1681,lamp,лампа,feminine,FALSE
1682,stab,удар,masculine,FALSE
1683,dignity,достоинство,neuter,FALSE
1684,wreck,крушение,neuter,FALSE
1685,relative,родственник,masculine,FALSE
1686,coma,кома,feminine,FALSE
1687,corporal,капрал,masculine,FALSE
1688,basket,корзина,feminine,FALSE
1689,horror,ужас,masculine,FALSE
1690,oath,клятва,feminine,FALSE
1691,steam,пар,masculine,FALSE
1692,solo,сольное выступление,neuter,FALSE
1693,cemetery,кладбище,neuter,FALSE
1694,bump,ушиб,masculine,FALSE
1695,personnel,персонал,masculine,FALSE
1696,scum,отброс,masculine,FALSE
1697,mob,толпа,feminine,FALSE
1698,combination,комбинация,feminine,FALSE
1699,beam,луч,masculine,FALSE
1700,alliance,союз,masculine,FALSE
1701,counselor,советник,masculine,FALSE
1702,nap,вздремнуть,neuter,FALSE
1703,conflict,конфликт,masculine,FALSE
1704,assistance,помощь,feminine,FALSE
1705,retreat,отступление,neuter,FALSE
1706,candidate,кандидат,masculine,FALSE
1707,rubber,резина,feminine,FALSE
1708,bingo,бинго,neuter,FALSE
1709,autopsy,вскрытие,neuter,FALSE
1710,carpet,ковёр,masculine,FALSE
1711,puppy,щенок,masculine,FALSE
1712,gut,кишка,feminine,FALSE
1713,coffin,гроб,masculine,FALSE
1714,instant,мгновение,neuter,FALSE
1715,ash,пепел,masculine,FALSE
1716,scandal,скандал,masculine,FALSE
1717,ally,союзник,masculine,FALSE
1718,arrow,стрела,feminine,FALSE
1719,misery,страдание,neuter,FALSE
1720,cotton,хлопок,masculine,FALSE
1721,suite,люкс,masculine,FALSE
1722,lecture,лекция,feminine,FALSE
1723,economy,экономика,feminine,FALSE
1724,stare,пристальный взгляд,masculine,FALSE
1725,guardian,опекун,masculine,FALSE
1726,gig,выступление,neuter,FALSE
1727,investment,инвестиция,feminine,FALSE
1728,heroin,героин,masculine,FALSE
1729,deposit,депозит,masculine,FALSE
1730,medal,медаль,feminine,FALSE
1731,gum,жвачка,feminine,FALSE
1732,swell,опухоль,feminine,FALSE
1733,commitment,обязательство,neuter,FALSE
1734,hut,избушка,feminine,FALSE
1735,rear,задняя часть,feminine,FALSE
1736,photographer,фотограф,masculine,FALSE
1737,excitement,волнение,neuter,FALSE
1738,ranch,ранчо,neuter,FALSE
1739,fee,плата,feminine,FALSE
1740,tool,инструмент,masculine,FALSE
1741,profession,профессия,feminine,FALSE
1742,document,документ,masculine,FALSE
1743,journalist,журналист,masculine,FALSE
1744,bait,приманка,feminine,FALSE
1745,breast,грудь,feminine,FALSE
1746,sorrow,печаль,feminine,FALSE
1747,roommate,сожитель,masculine,FALSE
1748,counsel,совет,masculine,FALSE
1749,cannon,пушка,feminine,FALSE
1750,penalty,штраф,masculine,FALSE
1751,announcement,объявление,neuter,FALSE
1752,cocaine,кокаин,masculine,FALSE
1753,embrace,объятие,neuter,FALSE
1754,spike,шип,masculine,FALSE
1755,silk,шёлк,masculine,FALSE
1756,theft,кража,feminine,FALSE
1757,visitor,посетитель,masculine,FALSE
1758,acid,кислота,feminine,FALSE
1759,fuss,суета,feminine,FALSE
1760,bargain,сделка,feminine,FALSE
1761,feast,пир,masculine,FALSE
1762,collar,воротник,masculine,FALSE
1763,envy,зависть,feminine,FALSE
1764,flame,пламя,neuter,FALSE
1765,fame,слава,feminine,FALSE
1766,perfume,духи,"plural, neuter",FALSE
1767,protest,протест,masculine,FALSE
1768,psycho,психопат,masculine,FALSE
1769,emotion,эмоция,feminine,FALSE
1770,display,витрина,feminine,FALSE
1771,content,содержание,neuter,FALSE
1772,pepper,перец,masculine,FALSE
1773,skirt,юбка,feminine,FALSE
1774,cruise,круиз,masculine,FALSE
1775,embassy,посольство,neuter,FALSE
1776,scar,шрам,masculine,FALSE
1777,rhythm,ритм,masculine,FALSE
1778,myth,миф,masculine,FALSE
1779,shove,толчок,masculine,FALSE
1780,certificate,сертификат,masculine,FALSE
1781,drum,барабан,masculine,FALSE
1782,infection,инфекция,feminine,FALSE
1783,scotch,виски,neuter,FALSE
1784,frog,лягушка,feminine,FALSE
1785,chess,шахматы,"plural, masculine",FALSE
1786,belief,вера,feminine,FALSE
1787,cabinet,шкаф,masculine,FALSE
1788,rumor,слух,masculine,FALSE
1789,lung,лёгкое,neuter,FALSE
1790,rap,рэп,masculine,FALSE
1791,error,ошибка,feminine,FALSE
1792,debate,дебаты,"plural, masculine",FALSE
1793,sum,сумма,feminine,FALSE
1794,sweep,подметание,neuter,FALSE
1795,era,эпоха,feminine,FALSE
1796,vault,сейф,masculine,FALSE
1797,liquid,жидкость,feminine,FALSE
1798,aircraft,самолёт,masculine,FALSE
1799,gunfire,огнестрельный залп,masculine,FALSE
1800,chap,парень,masculine,FALSE
1801,fry,жарка,feminine,FALSE
1802,cargo,груз,masculine,FALSE
1803,fist,кулак,masculine,FALSE
1804,sucker,придурок,masculine,FALSE
1805,oven,духовка,feminine,FALSE
1806,hatred,ненависть,feminine,FALSE
1807,bench,скамейка,feminine,FALSE
1808,envelope,конверт,masculine,FALSE
1809,kindness,доброта,feminine,FALSE
1810,helmet,шлем,masculine,FALSE
1811,twin,близнец,"masculine, близнеца",FALSE
1812,sailor,матрос,masculine,FALSE
1813,ladder,лестница,feminine,FALSE
1814,barrel,бочка,feminine,FALSE
1815,folk,народ,masculine,FALSE
1816,banana,банан,masculine,FALSE
1817,alternative,альтернатива,feminine,FALSE
1818,designer,дизайнер,"masculine, дизайнера",FALSE
1819,dial,циферблат,masculine,FALSE
1820,tension,напряжение,neuter,FALSE
1821,raid,рейд,masculine,FALSE
1822,scout,разведчик,"masculine, разведчица",FALSE
1823,deer,олень,masculine,FALSE
1824,grip,захват,masculine,FALSE
1825,tin,олово,neuter,FALSE
1826,warden,управляющий,"masculine, управляющая",FALSE
1827,quote,цитата,feminine,FALSE
1828,subway,метро,neuter,FALSE
1829,storage,хранение,neuter,FALSE
1830,trailer,прицеп,masculine,FALSE
1831,operator,оператор,"masculine, операторша",FALSE
1832,enterprise,предприятие,neuter,FALSE
1833,cycle,цикл,masculine,FALSE
1834,importance,важность,feminine,FALSE
1835,goose,гусь,"masculine, гусыня",FALSE
1836,bass,бас,masculine,FALSE
1837,volunteer,волонтер,"masculine, волонтерка",FALSE
1838,residence,резиденция,feminine,FALSE
1839,lip,губа,feminine,FALSE
1840,gallery,галерея,feminine,FALSE
1841,motorcycle,мотоцикл,masculine,FALSE
1842,worship,поклонение,neuter,FALSE
1843,graduate,выпускник,"masculine, выпускница",FALSE
1844,congress,конгресс,masculine,FALSE
1845,execution,казнь,feminine,FALSE
1846,ritual,ритуал,masculine,FALSE
1847,whale,кит,masculine,FALSE
1848,application,заявление,neuter,FALSE
1850,tub,ванна,feminine,FALSE
1851,pistol,пистолет,masculine,FALSE
1852,democracy,демократия,feminine,FALSE
1853,campus,кампус,masculine,FALSE
1854,conclusion,заключение,neuter,FALSE
1855,rascal,негодяй,masculine,FALSE
1856,candle,свеча,feminine,FALSE
1857,principle,принцип,masculine,FALSE
1858,butcher,мясник,masculine,FALSE
1859,sweater,свитер,masculine,FALSE
1860,rank,ранг,masculine,FALSE
1861,picnic,пикник,masculine,FALSE
1862,recovery,восстановление,neuter,FALSE
1863,crawl,ползанье,neuter,FALSE
1864,villa,вилла,feminine,FALSE
1865,brandy,бренди,neuter,FALSE
1866,appetite,аппетит,masculine,FALSE
1867,lesbian,лесбиянка,feminine,FALSE
1868,shepherd,пастух,masculine,FALSE
1869,perspective,перспектива,feminine,FALSE
1870,hockey,хоккей,masculine,FALSE
1871,creep,ползун,masculine,FALSE
1872,discipline,дисциплина,feminine,FALSE
1873,lick,лизание,neuter,FALSE
1874,coal,уголь,masculine,FALSE
1875,tomb,гробница,feminine,FALSE
1876,hush,тишина,feminine,FALSE
1877,dummy,манекен,masculine,FALSE
1878,suggestion,предложение,neuter,FALSE
1879,addition,добавление,neuter,FALSE
1880,therapist,терапевт,masculine,FALSE
1881,parole,условно-досрочное освобождение,neuter,FALSE
1882,cafe,кафе,neuter,FALSE
1883,wizard,волшебник,"masculine, волшебница",FALSE
1884,consciousness,сознание,neuter,FALSE
1885,sector,сектор,masculine,FALSE
1886,sunset,закат,masculine,FALSE
1887,creation,творение,neuter,FALSE
1888,passage,переход,masculine,FALSE
1889,compliment,комплимент,masculine,FALSE
1890,broadcast,вещание,neuter,FALSE
1891,prey,жертва,feminine,FALSE
1892,puzzle,головоломка,feminine,FALSE
1893,arrangement,расположение,neuter,FALSE
1894,invasion,вторжение,neuter,FALSE
1895,eternity,вечность,feminine,FALSE
1896,plague,чума,feminine,FALSE
1897,philosophy,философия,feminine,FALSE
1898,prostitute,проститутка,feminine,FALSE
1899,instinct,инстинкт,masculine,FALSE
1900,affection,привязанность,feminine,FALSE
1901,nazi,нацист,masculine,FALSE
1902,ministry,министерство,neuter,FALSE
1903,luxury,роскошь,feminine,FALSE
1904,breeze,бриз,masculine,FALSE
1905,sausage,колбаса,feminine,FALSE
1906,physics,физика,feminine,FALSE
1907,pirate,пират,masculine,FALSE
1908,slice,ломтик,masculine,FALSE
1909,rod,удочка,feminine,FALSE
1910,kidney,почка,feminine,FALSE
1911,inspiration,вдохновение,neuter,FALSE
1912,ginger,имбирь,masculine,FALSE
1913,destination,пункт назначения,masculine,FALSE
1914,concrete,бетон,masculine,FALSE
1915,stream,поток,masculine,FALSE
1916,dentist,стоматолог,"masculine, стоматологиня",FALSE
1917,drain,сток,masculine,FALSE
1918,spray,спрей,masculine,FALSE
1919,organ,орган,masculine,FALSE
1920,thumb,большой палец,masculine,FALSE
1921,donkey,осел,masculine,FALSE
1922,formula,формула,feminine,FALSE
1923,hooker,проститутка,feminine,FALSE
1924,bra,бюстгальтер,masculine,FALSE
1925,bachelor,холостяк,masculine,FALSE
1926,airplane,самолет,masculine,FALSE
1927,absence,отсутствие,neuter,FALSE
1928,daylight,дневной свет,masculine,FALSE
1929,wrist,запястье,neuter,FALSE
1930,clerk,клерк,masculine,FALSE
1931,deed,акт,masculine,FALSE
1932,pace,темп,masculine,FALSE
1933,plug,штепсель,masculine,FALSE
1934,privilege,привилегия,feminine,FALSE
1935,bonus,бонус,masculine,FALSE
1936,honesty,честность,feminine,FALSE
1937,cellar,подвал,masculine,FALSE
1938,carriage,карета,feminine,FALSE
1939,lobby,вестибюль,masculine,FALSE
1940,scent,запах,masculine,FALSE
1941,burger,бургер,masculine,FALSE
1942,protocol,протокол,masculine,FALSE
1943,author,автор,"masculine, авторша",FALSE
1944,mole,крот,masculine,FALSE
1945,disgrace,позор,masculine,FALSE
1946,illusion,иллюзия,feminine,FALSE
1947,verdict,приговор,masculine,FALSE
1948,income,доход,masculine,FALSE
1949,civilization,цивилизация,feminine,FALSE
1950,bully,задира,masculine,FALSE
1951,element,элемент,masculine,FALSE
1952,passenger,пассажир,"masculine, пассажирка",FALSE
1953,balloon,шарик,masculine,FALSE
1954,toe,палец ноги,masculine,FALSE
1955,mortal,смертный,masculine,FALSE
1956,lottery,лотерея,feminine,FALSE
1957,mansion,особняк,masculine,FALSE
1958,curtain,занавеска,feminine,FALSE
1959,cheek,щека,feminine,FALSE
1960,harbor,гавань,feminine,FALSE
1961,flood,наводнение,neuter,FALSE
1962,cocktail,коктейль,masculine,FALSE
1963,reply,ответ,masculine,FALSE
1964,zombie,зомби,masculine,FALSE
1965,associate,ассоциат,masculine,FALSE
1966,bubble,пузырь,masculine,FALSE
1967,seed,семя,neuter,FALSE
1968,celebrity,знаменитость,feminine,FALSE
1969,missile,ракета,feminine,FALSE
1970,rot,гниль,feminine,FALSE
1971,laser,лазер,masculine,FALSE
1972,spite,злоба,feminine,FALSE
1973,mill,мельница,feminine,FALSE
1974,waitress,официантка,feminine,FALSE
1975,retirement,пенсия,feminine,FALSE
1976,consent,согласие,neuter,FALSE
1977,shrink,психотерапевт,masculine,FALSE
1978,copper,медь,feminine,FALSE
1979,auction,аукцион,masculine,FALSE
1980,confusion,путаница,feminine,FALSE
1981,column,колонна,feminine,FALSE
1982,sympathy,симпатия,feminine,FALSE
1983,speaker,докладчик,"masculine, докладчица",FALSE
1984,brass,латунь,feminine,FALSE
1985,constable,констебль,masculine,FALSE
1986,brat,отрок,masculine,FALSE
1987,scheme,схема,feminine,FALSE
1988,heir,наследник,"masculine, наследница",FALSE
1989,ditch,канава,feminine,FALSE
1990,suspicion,подозрение,neuter,FALSE
1991,tide,прилив,masculine,FALSE
1992,tournament,турнир,masculine,FALSE
1993,rainbow,радуга,feminine,FALSE
1994,orbit,орбита,feminine,FALSE
1995,corps,корпус,masculine,FALSE
1996,platform,платформа,feminine,FALSE
1997,cloth,ткань,feminine,FALSE
1998,shotgun,дробовик,masculine,FALSE
1999,fur,мех,masculine,FALSE
2000,gin,джин,masculine,FALSE
